date,regime,strategy_return,baseline_equity,xgb_conf,xgb_trade,xgb_strategy_return,xgb_equity,lstm_conf,lstm_trade,lstm_strategy_return,lstm_equity,ema_spread,spot_return
2025-10-30,1,0.0067571457632064,0.9522105315620718,0.5410784,1,0.0067571457632064,0.9748166684743177,0.46308652,0.0,-0.0,0.9880201181113838,233.4309339315987,-0.0067571457632064
2025-10-31,0,0.0060186607465457,0.957941563710832,0.35838687,0,0.0,0.9748166684743177,0.45206764,0.0,-0.0,0.9880201181113838,164.62873475760352,-0.0060186607465457
2025-11-03,1,-0.001603679326338,0.956405332629269,0.64872766,1,-0.001603679326338,0.9732533751361158,0.4909031,0.0,0.0,0.9880201181113838,126.228337957873,0.001603679326338
2025-11-04,0,0.0064316170063286,0.9625565654315507,0.9602195,1,0.0064316170063286,0.9795129680951079,0.47674736,0.0,-0.0,0.9880201181113838,64.04775907644944,-0.0064316170063286
2025-11-06,1,0.0034358622764198,0.9658637772236373,0.5543157,1,0.0034358622764198,0.98287843975145,0.49414295,0.0,-0.0,0.9880201181113838,6.784181434100901,-0.0034358622764198
2025-11-07,0,0.0006820934781671,0.9665225866068793,0.5120756,1,0.0006820934781671,0.9835488547250354,0.49598357,0.0,0.0,0.9880201181113838,-30.52724641702298,-0.0006820934781671
2025-11-10,1,-0.0032186189555276,0.9634117186886809,0.8147107,1,-0.0032186189555276,0.98038318573753,0.48423827,0.0,0.0,0.9880201181113838,-33.92652739613186,0.0032186189555276
2025-11-11,0,-0.0047156623726507,0.9588685942974899,0.48576096,0,-0.0,0.98038318573753,0.48010385,0.0,0.0,0.9880201181113838,-9.370835992442151,0.0047156623726507
2025-11-12,1,-0.0070383480022337,0.9521197434424116,0.3623332,0,-0.0,0.98038318573753,0.52219874,1.0,-0.0123817839040671,0.9757866665160578,43.02085215939587,0.0070383480022337
2025-11-13,0,-0.0001294645962637,0.9519964776442321,0.040857065,0,-0.0,0.98038318573753,0.5061506,1.0,-0.0003911422498501,0.975404995123943,72.48805140799595,0.0001294645962637
2025-11-14,1,-0.0011940113952737,0.9508597830016644,0.54637474,1,-0.0011940113952737,0.9792125970420247,0.497314,0.0,0.0,0.975404995123943,93.09441549434268,0.0011940113952737
2025-11-17,0,-0.0039907294659795,0.9470651588476249,0.79449606,1,-0.0039907294659795,0.9753048244775508,0.45618415,0.0,0.0,0.975404995123943,122.77752723245068,0.0039907294659795
2025-11-18,1,0.0039748668477268,0.9508296167501654,0.4627835,0,0.0,0.9753048244775508,0.49535596,0.0,0.0,0.975404995123943,113.43527877833183,-0.0039748668477268
2025-11-19,0,-0.0055036559172985,0.9455965777035957,0.3062909,0,-0.0,0.9753048244775508,0.49076787,0.0,0.0,0.975404995123943,132.96749723099128,0.0055036559172985
2025-11-20,1,-0.0053545416685059,0.9405333414266852,0.23535918,0,-0.0,0.9753048244775508,0.5106488,1.0,-0.0018375278996383,0.9736126612319561,167.88347894375693,0.0053545416685059
2025-11-21,0,0.0047342428933859,0.944986054714327,0.015999941,0,0.0,0.9753048244775508,0.50022507,1.0,-0.0058654631007826,0.9679019720930453,155.42265665354716,-0.0047342428933859
2025-11-24,1,0.0041679213906625,0.9489246823056485,0.20798802,0,0.0,0.9753048244775508,0.50083697,1.0,0.00862659887079,0.9762516741525387,119.04248295702928,-0.0041679213906625
2025-11-25,0,0.0028775592750245,0.9516552693265169,0.38745284,0,0.0,0.9753048244775508,0.47159973,0.0,0.0,0.9762516741525387,77.29811151084868,-0.0028775592750245
2025-11-26,1,-0.0123817839040671,0.9398720794305492,0.5073663,1,-0.0123817839040671,0.9632288109002758,0.4831485,0.0,0.0,0.9762516741525387,116.49730685428948,0.0123817839040671
2025-11-27,0,-0.0003911422498501,0.9395044557508294,0.30943772,0,-0.0,0.9632288109002758,0.49997854,0.0,-0.0,0.9762516741525387,136.64486635236972,0.0003911422498501
2025-11-28,1,0.0004806307706685,0.9399560105014433,0.38190266,0,0.0,0.9632288109002758,0.49955055,0.0,-0.0,0.9762516741525387,140.07907329490263,-0.0004806307706685
2025-12-01,0,0.0010380510591364,0.9409317328336859,0.11641036,0,0.0,0.9632288109002758,0.47487494,0.0,0.0,0.9762516741525387,130.57906595742315,-0.0010380510591364
2025-12-02,1,0.0054840835506145,0.9460918810719703,0.27084923,0,0.0,0.9632288109002758,0.46296364,0.0,0.0,0.9762516741525387,89.69035059566886,-0.0054840835506145
2025-12-03,0,0.0017747251480858,0.9477709341257085,0.90254384,1,0.0017747251480858,0.9649382772943412,0.45376235,0.0,0.0,0.9762516741525387,52.47650202649311,-0.0017747251480858
2025-12-04,1,-0.0018375278996383,0.9460293785917862,0.81583935,1,-0.0018375278996383,0.9631651762883839,0.4944225,0.0,0.0,0.9762516741525387,38.52981944337444,0.0018375278996383
2025-12-05,0,-0.0058654631007826,0.9404804781793997,0.6837453,1,-0.0058654631007826,0.9575157664869056,0.49062008,0.0,-0.0,0.9762516741525387,60.60134545974506,0.0058654631007826
2025-12-08,1,0.00862659887079,0.9485936260104623,0.13535358,0,0.0,0.9575157664869056,0.49402303,0.0,-0.0,0.9762516741525387,23.888846241810825,-0.00862659887079
2025-12-09,0,0.0046570662023723,0.9530112893259415,0.12917836,0,0.0,0.9575157664869056,0.47125658,0.0,-0.0,0.9762516741525387,-23.709646895396872,-0.0046570662023723
2025-12-10,1,0.0031598725214931,0.9560226835117553,0.35600224,0,0.0,0.9575157664869056,0.4675476,0.0,0.0,0.9762516741525387,-67.49794927145922,-0.0031598725214931
2025-12-11,0,-0.0054565571861169,0.9508060910679484,0.5353481,1,-0.0054565571861169,0.9522910269504612,0.45191872,0.0,0.0,0.9762516741525387,-60.9474611045116,0.0054565571861169
2025-12-12,1,-0.005730050524064,0.9453579241275414,0.09096226,0,-0.0,0.9522910269504612,0.495352,0.0,0.0,0.9762516741525387,-23.67019879444706,0.005730050524064
2025-12-15,0,0.0007544069459188,0.9460711087118826,0.014026116,0,0.0,0.9522910269504612,0.49548662,0.0,0.0,0.9762516741525387,-5.032620830468659,-0.0007544069459188
2025-12-16,1,0.0064240240055634,0.9521486922252176,0.42660645,0,0.0,0.9522910269504612,0.5174359,1.0,-0.0073538341136942,0.9690724812876047,-28.78434115021082,-0.0064240240055634
2025-12-17,0,0.0016067223251263,0.9536785307858557,0.6870515,1,0.0016067223251263,0.95382109420348,0.49719137,0.0,-0.0,0.9690724812876047,-50.09641378880406,-0.0016067223251263
2025-12-18,1,0.0001161955260848,0.9537893439644562,0.8037002,1,0.0001161955260848,0.9539319239473119,0.488658,0.0,-0.0,0.9690724812876047,-61.06610558678221,-0.0001161955260848
2025-12-19,0,-0.0058433773442752,0.9482159929207232,0.91921693,1,-0.0058433773442752,0.9483577397549373,0.461271,0.0,0.0,0.9690724812876047,-33.49358806948658,0.0058433773442752
2025-12-22,1,-0.0079333292254606,0.9406934832720361,0.060502175,0,-0.0,0.9483577397549373,0.48497817,0.0,0.0,0.9690724812876047,26.902613318503427,0.0079333292254606
2025-12-23,0,-0.0001814888967004,0.9405227578496237,0.15884028,0,-0.0,0.9483577397549373,0.47056085,0.0,0.0,0.9690724812876047,62.00237190655753,0.0001814888967004
2025-12-24,1,0.0013389540114184,0.9417820745690767,0.564064,1,0.0013389540114184,0.9496275471548419,0.5141038,1.0,0.0100953492153056,0.9788556064011457,72.59171558681919,-0.0013389540114184
2025-12-26,0,0.0038175969030797,0.9453774189003274,0.79373693,1,0.0038175969030797,0.9532528423379393,0.49997625,0.0,0.0,0.9788556064011457,54.95251125084542,-0.0038175969030797
2025-12-29,1,0.0038475864266981,0.9490148402253952,0.75111985,1,0.0038475864266981,0.9569205650353301,0.5121057,1.0,-0.0041641845090001,0.9747794710484221,21.49828741941019,-0.0038475864266981
2025-12-30,0,0.0001252789866664,0.94913373184291,0.86886424,1,0.0001252789866664,0.9570404470740379,0.50723636,1.0,0.0022469731778482,0.9769697743741851,0.4104782085996703,-0.0001252789866664
2025-12-31,1,-0.0073538341136942,0.9421539598272257,0.83637303,1,-0.0073538341136942,0.9500025303861597,0.4925746,0.0,0.0,0.9769697743741851,27.831736243599156,0.0073538341136942
2026-01-01,0,-0.0006486896087196,0.9415427943436718,0.52989036,1,-0.0006486896087196,0.9493862736164409,,,,,46.19906442053252,0.0006486896087196
2026-01-02,1,-0.0069607653782239,0.9349889358586883,0.39515266,0,-0.0,0.9493862736164409,,,,,92.90504483956464,0.0069607653782239
2026-01-05,0,0.0029720588486642,0.9377677779989101,0.7609227,1,0.0029720588486642,0.952207905491743,,,,,99.9770732156794,-0.0029720588486642
2026-01-06,1,0.0027275878751861,0.9403256220199201,0.11987044,0,0.0,0.952207905491743,,,,,85.02004505108926,-0.0027275878751861
2026-01-07,0,0.0014496518161711,0.9416887667656735,0.7050768,1,0.0014496518161711,0.9535882754113115,,,,,64.84636007796144,-0.0014496518161711
2026-01-08,1,0.0100953492153056,0.9511954437183033,0.26950917,0,0.0,0.9535882754113115,,,,,-4.602721159615612,-0.0100953492153056
2026-01-09,0,0.0074796584592019,0.9583100607652651,0.67311555,1,0.0074796584592019,0.9607207900220874,,,,,-85.24582183322491,-0.0074796584592019
2026-01-12,1,-0.0041641845090001,0.9543194808554074,0.7022775,1,-0.0041641845090001,0.9567201713908031,,,,,-106.4544713164396,0.0041641845090001
2026-01-13,0,0.0022469731778482,0.9564638111319876,0.52561706,1,0.0022469731778482,0.9588698959546247,,,,,-126.4634972101303,-0.0022469731778482
2026-01-14,1,0.0025920729977498,0.9589430351501477,0.53890854,1,0.0025920729977498,0.9613553567202838,,,,,-146.76194993103127,-0.0025920729977498
